Kabupaten,Kecamatan,Desa,Tahun,Jum Penduduk,Persentase Pen Miskin,Jumlah Pen Miskin,Garis Kemiskinan(Rp/Kap/Bulan),Persentase Ruta Miskin Penerima BPNT/Program Sembako (%),Jumlah (kg/ bulan),Harga (Rp/Kg),Persentase Rumah Tangga Memiliki Akses Sanitasi Layak,Persentasi Rumah Tangga Memiliki Akses Air Minum Layak ,Rata-rata pendapatan/hari,Total pendapatan/bulan,Total pengeluaran/bulan,Pengeluaran/hari,Miskin,Tidak Miskin,Miskin dan Tidak Miskin,Bekerja di sektor pertanian,Bekerja bukan di sektor pertanian,Mencari pekerjaan,Tidak bekerja,Persentase Pengangguran,Tingkat Kekumuhan,Luas Kumuh (Ha),<SD,Tamat SD/SMP,>SMA,IPM(indeks pembangunan manusia)
Pesawaran,Negeri Katon,Poncokresno,2021,5.23,"27,39",523.0,"Rp420.032,00",79.73,7.72,Rp25.414,Layak,Layak,Rp100.153,Rp3.000.153,Rp369.993, Rp12.481 ,"63,170","56,252","57,211",1851.0,2116.0,793.0,529.0,"66,224",Kumuh Ringan ,"3,59","20,20","63,03","16,77","66,14"
Pesawaran,Negeri Katon,Poncokresno,2022,5.33,"27,96",533.0,"Rp452.521,00",90.44,32.66,Rp10.726,Layak,Layak,Rp100.154,Rp3.000.154,Rp369.994, Rp12.482 ,"63,171","56,253","57,212",1851.0,2116.0,793.0,529.0,"66,225",Kumuh Ringan ,"7,64","20,60","58,12","21,28","66,70"
Pesawaran,Negeri Katon,Poncokresno,2023,5.44,"28,53",544.0,"Rp491.239,00",77.94,47.5,Rp15.457,Layak,Layak,Rp100.155,Rp3.000.155,Rp369.995, Rp12.483 ,"63,172","56,254","57,213",1851.0,2116.0,793.0,529.0,"66,226",Kumuh Ringan ,"7,64","17,10","58,96","23,94","69,46"
Pesawaran,Negeri Katon,Pujorahayu,2021,3.25,"17,04",325.0,"Rp420.032,00",84.94,12.21,Rp18.456,Layak,Layak,Rp100.156,Rp3.000.156,Rp369.996, Rp12.484 ,"63,173","56,255","57,214",1851.0,2116.0,793.0,529.0,"66,227",Kumuh Ringan ,"2,07","31,84","52,60","15,56","66,14"
Pesawaran,Negeri Katon,Pujorahayu,2022,3.3,"17,31",330.0,"Rp452.521,00",84.87,37.83,Rp17.954,Layak,Layak,Rp100.157,Rp3.000.157,Rp369.997, Rp12.485 ,"63,174","56,256","57,215",1851.0,2116.0,793.0,529.0,"66,228",Kumuh Ringan ,"6,53","5,54","67,58","26,88","66,70"
Pesawaran,Negeri Katon,Pujorahayu,2023,3.36,"17,59",336.0,"Rp491.239,00",24.76,32.41,Rp8.623,Layak,Layak,Rp100.158,Rp3.000.158,Rp369.998, Rp12.486 ,"63,175","56,257","57,216",1851.0,2116.0,793.0,529.0,"66,229",Kumuh Ringan ,"2,07","27,89","55,66","16,44","69,46"
Pesawaran,Negeri Katon,Purworejo,2021,3.1,"16,23",310.0,"Rp420.032,00",82.71,13.33,Rp8.423,Layak,Layak,Rp100.159,Rp3.000.159,Rp369.999, Rp12.487 ,"63,176","56,258","57,217",1851.0,2116.0,793.0,529.0,"66,230",Kumuh Ringan ,"7,64","33,99","35,17","30,84","66,14"
Pesawaran,Negeri Katon,Purworejo,2022,3.16,"16,54",316.0,"Rp452.521,00",71.90,5.28,Rp12.342,Tidak Layak,Layak,Rp100.160,Rp3.000.160,Rp369.1000, Rp12.488 ,"63,177","56,259","57,218",1851.0,2116.0,793.0,529.0,"66,231",Kumuh Ringan ,"5,17","27,89","55,66","16,44","66,70"
Pesawaran,Negeri Katon,Purworejo,2023,3.22,"16,86",322.0,"Rp491.239,00",32.34,5.42,Rp18.372,Layak,Layak,Rp100.161,Rp3.000.161,Rp369.1001, Rp12.489 ,"63,178","56,260","57,219",1851.0,2116.0,793.0,529.0,"66,232",Kumuh Ringan ,"2,07","33,99","35,17","30,84","69,46"
Pesawaran,Negeri Katon,Roworejo,2021,5.09,"26,68",509.0,"Rp420.032,00",67.47,28.94,Rp10.371,Layak,Layak,Rp100.162,Rp3.000.162,Rp369.1002, Rp12.490 ,"63,179","56,261","57,220",1851.0,2116.0,793.0,529.0,"66,233",Kumuh Ringan ,"6,53","25,04","60,25","14,72","66,14"
Pesawaran,Negeri Katon,Roworejo,2022,5.21,"27,33",521.0,"Rp452.521,00",67.32,47.43,Rp10.778,Tidak Layak,Tidak Layak,Rp100.163,Rp3.000.163,Rp369.1003, Rp12.491 ,"63,180","56,262","57,221",1851.0,2116.0,793.0,529.0,"66,234",Kumuh Ringan ,"3,59","33,99","35,17","30,84","66,70"
Pesawaran,Negeri Katon,Roworejo,2023,5.34,"28,01",534.0,"Rp491.239,00",80.24,33.99,Rp18.750,Tidak Layak,Tidak Layak,Rp100.164,Rp3.000.164,Rp369.1004, Rp12.492 ,"63,181","56,263","57,222",1851.0,2116.0,793.0,529.0,"66,235",Kumuh Ringan ,"4,23","27,89","55,66","16,44","69,46"
Pesawaran,Negeri Katon,Sidomulyo,2021,4.85,"25,43",485.0,"Rp420.032,00",0.01,37.14,Rp6.707,Layak,Layak,Rp100.165,Rp3.000.165,Rp369.1005, Rp12.493 ,"63,182","56,264","57,223",1851.0,2116.0,793.0,529.0,"66,236",Kumuh Sedang,"15,56","21,97","60,31","17,73","66,14"
Pesawaran,Negeri Katon,Sidomulyo,2022,4.95,"25,95",495.0,"Rp452.521,00",64.72,27.22,Rp14.466,Layak,Layak,Rp100.166,Rp3.000.166,Rp369.1006, Rp12.494 ,"63,183","56,265","57,224",1851.0,2116.0,793.0,529.0,"66,237",Kumuh Sedang,"16,56","20,97","66,25","12,78","66,70"
Pesawaran,Negeri Katon,Sidomulyo,2023,5.05,"26,48",505.0,"Rp491.239,00",67.29,31.19,Rp6.992,Layak,Layak,Rp100.167,Rp3.000.167,Rp369.1007, Rp12.495 ,"63,184","56,266","57,225",1851.0,2116.0,793.0,529.0,"66,238",Kumuh Sedang,"17,56","10,58","60,58","28,84","69,46"
Pesawaran,Negeri Katon,Sinar Bandung,2021,2.36,"12,39",236.0,"Rp420.032,00",57.74,10.69,Rp10.613,Layak,Layak,Rp100.168,Rp3.000.168,Rp369.1008, Rp12.496 ,"63,185","56,267","57,226",1851.0,2116.0,793.0,529.0,"66,239",Kumuh Ringan ,"6,53","18,18","53,28","28,55","66,14"
Pesawaran,Negeri Katon,Sinar Bandung,2022,2.4,"12,58",240.0,"Rp452.521,00",77.74,44.46,Rp29.097,Layak,Tidak Layak,Rp100.169,Rp3.000.169,Rp369.1009, Rp12.497 ,"63,186","56,268","57,227",1851.0,2116.0,793.0,529.0,"66,240",Kumuh Ringan ,"2,07","27,89","55,66","16,44","66,70"
Pesawaran,Negeri Katon,Sinar Bandung,2023,2.43,"12,76",243.0,"Rp491.239,00",14.35,39.24,Rp15.201,Layak,Layak,Rp100.170,Rp3.000.170,Rp369.1010, Rp12.498 ,"63,187","56,269","57,228",1851.0,2116.0,793.0,529.0,"66,241",Kumuh Ringan ,"7,64","33,99","35,17","30,84","69,46"
Pesawaran,Negeri Katon,Tanjung Rejo,2021,5.09,"26,67",509.0,"Rp420.032,00",30.13,49.92,Rp16.933,Layak,Layak,Rp100.171,Rp3.000.171,Rp369.1011, Rp12.499 ,"63,188","56,270","57,229",1851.0,2116.0,793.0,529.0,"66,242",Kumuh Sedang,"18,15","27,43","55,53","17,04","66,14"
Pesawaran,Negeri Katon,Tanjung Rejo,2022,5203.0,"27,27",520.0,"Rp452.521,00",75.59,45.4,Rp12.559,Layak,Layak,Rp100.172,Rp3.000.172,Rp369.1012, Rp12.500 ,"63,189","56,271","57,230",1851.0,2116.0,793.0,529.0,"66,243",Kumuh Sedang,"20,15","25,04","60,25","14,72","66,70"
Pesawaran,Negeri Katon,Tanjung Rejo,2023,5.32,"27,90",532.0,"Rp491.239,00",34.29,15.22,Rp9.443,Layak,Layak,Rp100.173,Rp3.000.173,Rp369.1013, Rp12.501 ,"63,190","56,272","57,231",1851.0,2116.0,793.0,529.0,"66,244",Kumuh Sedang,"20,15","33,99","35,17","30,84","69,46"
Pesawaran,Negeri Katon,Pujodadi,2021,3.72,"19,51",372.0,"Rp420.032,00",60.36,10.63,Rp18.289,Layak,Layak,Rp100.174,Rp3.000.174,Rp369.1014, Rp12.502 ,"63,191","56,273","57,232",1851.0,2116.0,793.0,529.0,"66,245",Kumuh Ringan ,"5,17","22,92","58,34","18,75","66,14"
Pesawaran,Negeri Katon,Pujodadi,2022,3.79,"19,85",379.0,"Rp452.521,00",62.14,48.39,Rp10.278,Tidak Layak,Layak,Rp100.175,Rp3.000.175,Rp369.1015, Rp12.503 ,"63,192","56,274","57,233",1851.0,2116.0,793.0,529.0,"66,246",Kumuh Ringan ,"2,07","17,10","58,96","23,94","66,70"
Pesawaran,Negeri Katon,Pujodadi,2023,3.85,"20,20",385.0,"Rp491.239,00",29.86,40.14,Rp16.075,Tidak Layak,Layak,Rp100.176,Rp3.000.176,Rp369.1016, Rp12.504 ,"63,193","56,275","57,234",1851.0,2116.0,793.0,529.0,"66,247",Kumuh Ringan ,"6,53","21,08","55,67","23,24","69,46"
Pesawaran,Negeri Katon,Tri Rahayu,2021,3.47,"18,19",347.0,"Rp420.032,00",46.09,12.48,Rp13.330,Layak,Layak,Rp100.177,Rp3.000.177,Rp369.1017, Rp12.505 ,"63,194","56,276","57,235",1851.0,2116.0,793.0,529.0,"66,248",Kumuh Ringan ,"3,59","21,72","55,37","22,91","66,14"
Pesawaran,Negeri Katon,Tri Rahayu,2022,3.52,"18,47",352.0,"Rp452.521,00",68.48,29.87,Rp8.022,Tidak Layak,Tidak Layak,Rp100.178,Rp3.000.178,Rp369.1018, Rp12.506 ,"63,195","56,277","57,236",1851.0,2116.0,793.0,529.0,"66,249",Kumuh Ringan ,"4,23","25,04","60,25","14,72","66,70"
Pesawaran,Negeri Katon,Tri Rahayu,2023,3.58,"18,75",358.0,"Rp491.239,00",77.37,23.62,Rp13.227,Layak,Layak,Rp100.179,Rp3.000.179,Rp369.1019, Rp12.507 ,"63,196","56,278","57,237",1851.0,2116.0,793.0,529.0,"66,250",Kumuh Ringan ,"5,82","33,99","35,17","30,84","69,46"
Pesawaran,Negeri Katon,Grujugan Baru,2021,1.71,"8,94",171.0,"Rp420.032,00",64.72,11.82,Rp12.794,Layak,Layak,Rp100.180,Rp3.000.180,Rp369.1020, Rp12.508 ,"63,197","56,279","57,238",1851.0,2116.0,793.0,529.0,"66,251",Kumuh Ringan ,"3,01","27,89","55,66","16,44","66,14"
Pesawaran,Negeri Katon,Grujugan Baru,2022,1.72,"9,01",172.0,"Rp452.521,00",38.57,12.29,Rp10.231,Layak,Layak,Rp100.181,Rp3.000.181,Rp369.1021, Rp12.509 ,"63,198","56,280","57,239",1851.0,2116.0,793.0,529.0,"66,252",Kumuh Ringan ,"3,21","21,97","60,31","17,73","66,70"
Pesawaran,Negeri Katon,Grujugan Baru,2023,1.73,"9,08",173.0,"Rp491.239,00",3.16,48.36,Rp12.670,Layak,Layak,Rp100.182,Rp3.000.182,Rp369.1022, Rp12.510 ,"63,199","56,281","57,240",1851.0,2116.0,793.0,529.0,"66,253",Kumuh Ringan ,"3,59","20,97","66,25","12,78","69,46"
Pesawaran,Negeri Katon,Trisnomaju,2021,4.31,"22,57",431.0,"Rp420.032,00",90.10,18.72,Rp7.232,Layak,Layak,Rp100.183,Rp3.000.183,Rp369.1023, Rp12.511 ,"63,200","56,282","57,241",1851.0,2116.0,793.0,529.0,"66,254",Kumuh Ringan ,"7,64","10,58","60,58","28,84","66,14"
Pesawaran,Negeri Katon,Trisnomaju,2022,4.41,"23,12",441.0,"Rp452.521,00",0.94,47.36,Rp6.977,Layak,Tidak Layak,Rp100.184,Rp3.000.184,Rp369.1024, Rp12.512 ,"63,201","56,283","57,242",1851.0,2116.0,793.0,529.0,"66,255",Kumuh Ringan ,"7,64","18,18","53,28","28,55","66,70"
Pesawaran,Negeri Katon,Trisnomaju,2023,4.52,"23,68",452.0,"Rp491.239,00",10.24,45.39,Rp15.618,Layak,Layak,Rp100.185,Rp3.000.185,Rp369.1025, Rp12.513 ,"63,202","56,284","57,243",1851.0,2116.0,793.0,529.0,"66,256",Kumuh Ringan ,"4,36","27,89","55,66","16,44","69,46"
Pesawaran,Padang Cermin,Banjaran,2021,3.73,"19,56",373.0,"Rp420.032,00",78.33,25.74,Rp15.636,Layak,Layak,Rp100.186,Rp3.000.186,Rp369.1026, Rp12.514 ,"63,203","56,285","57,244",1851.0,2116.0,793.0,529.0,"66,257",Kumuh Ringan ,"5,17","33,99","35,17","30,84","66,14"
Pesawaran,Padang Cermin,Banjaran,2022,3.79,"19,88",379.0,"Rp452.521,00",6.09,10.83,Rp14.176,Layak,Layak,Rp100.187,Rp3.000.187,Rp369.1027, Rp12.515 ,"63,204","56,286","57,245",1851.0,2116.0,793.0,529.0,"66,258",Kumuh Ringan ,"2,07","27,43","55,53","17,04","66,70"
Pesawaran,Padang Cermin,Banjaran,2023,3.85,"20,20",385.0,"Rp491.239,00",88.58,5.22,Rp15.078,Layak,Layak,Rp100.188,Rp3.000.188,Rp369.1028, Rp12.516 ,"63,205","56,287","57,246",1851.0,2116.0,793.0,529.0,"66,259",Kumuh Ringan ,"6,53","25,04","60,25","14,72","69,46"
Pesawaran,Padang Cermin,Durian,2021,1.95,"10,20",195.0,"Rp420.032,00",89.81,29.92,Rp11.712,Tidak Layak,Layak,Rp100.189,Rp3.000.189,Rp369.1029, Rp12.517 ,"63,206","56,288","57,247",1851.0,2116.0,793.0,529.0,"66,260",Kumuh Ringan ,"3,59","33,99","35,17","30,84","66,14"
Pesawaran,Padang Cermin,Durian,2022,1.95,"10,24",195.0,"Rp452.521,00",5.60,10.13,Rp15.441,Layak,Layak,Rp100.190,Rp3.000.190,Rp369.1030, Rp12.518 ,"63,207","56,289","57,248",1851.0,2116.0,793.0,529.0,"66,261",Kumuh Ringan ,"4,23","22,92","58,34","18,75","66,70"
Pesawaran,Padang Cermin,Durian,2023,1.96,"10,30",196.0,"Rp491.239,00",95.10,37.49,Rp10.674,Layak,Layak,Rp100.191,Rp3.000.191,Rp369.1031, Rp12.519 ,"63,208","56,290","57,249",1851.0,2116.0,793.0,529.0,"66,262",Kumuh Ringan ,"5,82","17,10","58,96","23,94","69,46"
Pesawaran,Padang Cermin,Gayau,2021,1.67,"8,77",167.0,"Rp420.032,00",51.45,36.42,Rp6.500,Tidak Layak,Tidak Layak,Rp100.192,Rp3.000.192,Rp369.1032, Rp12.520 ,"63,209","56,291","57,250",1851.0,2116.0,793.0,529.0,"66,263",Kumuh Ringan ,"3,01","21,08","55,67","23,24","66,14"
Pesawaran,Padang Cermin,Gayau,2022,1.68,"8,79",168.0,"Rp452.521,00",0.07,12.93,Rp19.403,Tidak Layak,Tidak Layak,Rp100.193,Rp3.000.193,Rp369.1033, Rp12.521 ,"63,210","56,292","57,251",1851.0,2116.0,793.0,529.0,"66,264",Kumuh Ringan ,"3,21","21,72","55,37","22,91","66,70"
Pesawaran,Padang Cermin,Gayau,2023,1.68,"8,80",168.0,"Rp491.239,00",52.34,47.38,Rp6.086,Layak,Layak,Rp100.194,Rp3.000.194,Rp369.1034, Rp12.522 ,"63,211","56,293","57,252",1851.0,2116.0,793.0,529.0,"66,265",Kumuh Ringan ,"3,59","23,78","59,17","17,05","69,46"
Pesawaran,Padang Cermin,Hanau Berak,2021,2.11,"11,03",211.0,"Rp420.032,00",38.06,37.45,Rp5.289,Layak,Layak,Rp100.195,Rp3.000.195,Rp369.1035, Rp12.523 ,"63,212","56,294","57,253",1851.0,2116.0,793.0,529.0,"66,266",Kumuh Ringan ,"2,07","17,10","58,96","23,94","66,14"
Pesawaran,Padang Cermin,Hanau Berak,2022,2.12,"11,13",212.0,"Rp452.521,00",98.54,18.41,Rp19.693,Layak,Layak,Rp100.196,Rp3.000.196,Rp369.1036, Rp12.524 ,"63,213","56,295","57,254",1851.0,2116.0,793.0,529.0,"66,267",Kumuh Ringan ,"6,53","18,52","57,80","23,68","66,70"
Pesawaran,Padang Cermin,Hanau Berak,2023,2.14,"11,24",214.0,"Rp491.239,00",26.06,36.92,Rp7.227,Layak,Layak,Rp100.197,Rp3.000.197,Rp369.1037, Rp12.525 ,"63,214","56,296","57,255",1851.0,2116.0,793.0,529.0,"66,268",Kumuh Ringan ,"2,07","22,85","49,16","27,99","69,46"
Pesawaran,Padang Cermin,Khepong Jaya,2021,1.14,"5,97",114.0,"Rp420.032,00",44.65,37.94,Rp8.880,Layak,Tidak Layak,Rp100.198,Rp3.000.198,Rp369.1038, Rp12.526 ,"63,215","56,297","57,256",1851.0,2116.0,793.0,529.0,"66,269",Kumuh Ringan ,"7,64","5,54","67,58","26,88","66,14"
Pesawaran,Padang Cermin,Khepong Jaya,2022,1.14,"5,99",114.0,"Rp452.521,00",9.47,45.4,Rp8.232,Layak,Layak,Rp100.199,Rp3.000.199,Rp369.1039, Rp12.527 ,"63,216","56,298","57,257",1851.0,2116.0,793.0,529.0,"66,270",Kumuh Ringan ,"5,17","4,00","72,69","23,32","66,70"
Pesawaran,Padang Cermin,Khepong Jaya,2023,1.15,"6,00",115.0,"Rp491.239,00",87.66,45.56,Rp13.698,Layak,Layak,Rp100.200,Rp3.000.200,Rp369.1040, Rp12.528 ,"63,217","56,299","57,258",1851.0,2116.0,793.0,529.0,"66,271",Kumuh Ringan ,"2,07","13,72","63,76","22,52","69,46"
Pesawaran,Padang Cermin,Padang Cermin,2021,9.62,"50,43",962.0,"Rp420.032,00",3.75,21.16,Rp19.636,Layak,Layak,Rp100.201,Rp3.000.201,Rp369.1041, Rp12.529 ,"63,218","56,300","57,259",1851.0,2116.0,793.0,529.0,"66,272",Kumuh Sedang,"17,56","19,32","60,62","20,06","66,14"
Pesawaran,Padang Cermin,Padang Cermin,2022,9.95,"52,18",995.0,"Rp452.521,00",77.12,32.75,Rp9.095,Layak,Layak,Rp100.202,Rp3.000.202,Rp369.1042, Rp12.530 ,"63,219","56,301","57,260",1851.0,2116.0,793.0,529.0,"66,273",Kumuh Sedang,"19,08","20,97","66,25","12,78","66,70"
Pesawaran,Padang Cermin,Padang Cermin,2023,10.32,"54,08",1.03,"Rp491.239,00",27.83,45.52,Rp19.551,Layak,Layak,Rp100.203,Rp3.000.203,Rp369.1043, Rp12.531 ,"63,220","56,302","57,261",1851.0,2116.0,793.0,529.0,"66,274",Kumuh Sedang,"19,83","29,63","56,73","13,64","69,46"
Pesawaran,Padang Cermin,Paya,2021,1.18,"6,17",118.0,"Rp420.032,00",13.91,12.79,Rp5.382,Tidak Layak,Layak,Rp100.204,Rp3.000.204,Rp369.1044, Rp12.532 ,"63,221","56,303","57,262",1851.0,2116.0,793.0,529.0,"66,275",Kumuh Sedang,"16,56","14,71","56,11","29,19","66,14"
Pesawaran,Padang Cermin,Paya,2022,1.18,"6,20",118.0,"Rp452.521,00",70.14,44.38,Rp18.320,Tidak Layak,Layak,Rp100.205,Rp3.000.205,Rp369.1045, Rp12.533 ,"63,222","56,304","57,263",1851.0,2116.0,793.0,529.0,"66,276",Kumuh Sedang,"17,56","19,98","48,18","31,84","66,70"
Pesawaran,Padang Cermin,Paya,2023,1.19,"6,22",119.0,"Rp491.239,00",62.45,6.24,Rp15.629,Layak,Layak,Rp100.206,Rp3.000.206,Rp369.1046, Rp12.534 ,"63,223","56,305","57,264",1851.0,2116.0,793.0,529.0,"66,277",Kumuh Sedang,"11,25","15,72","55,09","29,19","69,46"
Pesawaran,Padang Cermin,Sanggi,2021,3.31,"17,37",331.0,"Rp420.032,00",3.56,34.72,Rp9.166,Tidak Layak,Tidak Layak,Rp100.207,Rp3.000.207,Rp369.1047, Rp12.535 ,"63,224","56,306","57,265",1851.0,2116.0,793.0,529.0,"66,278",Kumuh Ringan ,"6,53","13,72","63,76","22,52","66,14"
Pesawaran,Padang Cermin,Sanggi,2022,3.35,"17,58",335.0,"Rp452.521,00",38.82,23.65,Rp18.422,Layak,Layak,Rp100.208,Rp3.000.208,Rp369.1048, Rp12.536 ,"63,225","56,307","57,266",1851.0,2116.0,793.0,529.0,"66,279",Kumuh Ringan ,"3,59","19,32","60,62","20,06","66,70"
Pesawaran,Padang Cermin,Sanggi,2023,3.39,"17,78",339.0,"Rp491.239,00",55.57,40.61,Rp5.397,Layak,Layak,Rp100.209,Rp3.000.209,Rp369.1049, Rp12.537 ,"63,226","56,308","57,267",1851.0,2116.0,793.0,529.0,"66,280",Kumuh Ringan ,"4,23","24,53","57,05","18,43","69,46"
Pesawaran,Padang Cermin,Tambangan,2021,1.05,"5,51",105.0,"Rp420.032,00",35.64,37.45,Rp14.384,Layak,Layak,Rp100.210,Rp3.000.210,Rp369.1050, Rp12.538 ,"63,227","56,309","57,268",1851.0,2116.0,793.0,529.0,"66,281",Kumuh Sedang,"17,56","23,78","59,17","17,05","66,14"
Pesawaran,Padang Cermin,Tambangan,2022,1.06,"5,53",106.0,"Rp452.521,00",63.17,45.47,Rp9.943,Layak,Layak,Rp100.211,Rp3.000.211,Rp369.1051, Rp12.539 ,"63,228","56,310","57,269",1851.0,2116.0,793.0,529.0,"66,282",Kumuh Sedang,"18,15","17,10","58,96","23,94","66,70"
Pesawaran,Padang Cermin,Tambangan,2023,1.06,"5,55",106.0,"Rp491.239,00",46.26,33.97,Rp19.506,Layak,Layak,Rp100.212,Rp3.000.212,Rp369.1052, Rp12.540 ,"63,229","56,311","57,270",1851.0,2116.0,793.0,529.0,"66,283",Kumuh Sedang,"19,08","28,78","54,78","16,44","69,46"
Pesawaran,Padang Cermin,Trimulyo,2021,907.0,"4,75",91.0,"Rp420.032,00",64.63,27.58,Rp7.528,Layak,Tidak Layak,Rp100.213,Rp3.000.213,Rp369.1053, Rp12.541 ,"63,230","56,312","57,271",1851.0,2116.0,793.0,529.0,"66,284",Kumuh Ringan ,"5,82","29,19","14,71","63,76","66,14"
Pesawaran,Padang Cermin,Trimulyo,2022,910.0,"4,77",91.0,"Rp452.521,00",60.95,41.52,Rp18.522,Layak,Layak,Rp100.214,Rp3.000.214,Rp369.1054, Rp12.542 ,"63,231","56,313","57,272",1851.0,2116.0,793.0,529.0,"66,285",Kumuh Ringan ,"3,01","22,52","19,98","60,62","66,70"
Pesawaran,Padang Cermin,Trimulyo,2023,912.0,"4,78",91.0,"Rp491.239,00",20.10,26.42,Rp29.398,Layak,Layak,Rp100.215,Rp3.000.215,Rp369.1055, Rp12.543 ,"63,232","56,314","57,273",1851.0,2116.0,793.0,529.0,"66,286",Kumuh Ringan ,"3,21","17,10","58,96","23,94","69,46"
Pesawaran,Padang Cermin,Dantar,2021,901.0,"4,72",90.0,"Rp420.032,00",33.78,28.54,Rp18.338,Layak,Layak,Rp100.216,Rp3.000.216,Rp369.1056, Rp12.544 ,"63,233","56,315","57,274",1851.0,2116.0,793.0,529.0,"66,287",Kumuh Ringan ,"3,59","22,52","24,53","48,18","66,14"
Pesawaran,Padang Cermin,Dantar,2022,902.0,"4,73",90.0,"Rp452.521,00",30.33,16.27,Rp12.686,Layak,Layak,Rp100.217,Rp3.000.217,Rp369.1057, Rp12.545 ,"63,234","56,316","57,275",1851.0,2116.0,793.0,529.0,"66,288",Kumuh Ringan ,"7,64","20,06","23,78","55,09","66,70"
Pesawaran,Padang Cermin,Dantar,2023,903.0,"4,73",90.0,"Rp491.239,00",98.04,32.23,Rp12.659,Layak,Layak,Rp100.218,Rp3.000.218,Rp369.1058, Rp12.546 ,"63,235","56,317","57,276",1851.0,2116.0,793.0,529.0,"66,289",Kumuh Ringan ,"7,64","18,52","57,80","23,68","69,46"
Pesawaran,Padang Cermin,Way Urang,2021,1.4,"7,32",140.0,"Rp420.032,00",24.39,18.63,Rp10.802,Layak,Layak,Rp100.219,Rp3.000.219,Rp369.1059, Rp12.547 ,"63,236","56,318","57,277",1851.0,2116.0,793.0,529.0,"66,290",Kumuh Ringan ,"2,07","24,53","59,17","23,94","66,14"
Pesawaran,Padang Cermin,Way Urang,2022,1.4,"7,35",140.0,"Rp452.521,00",23.03,30.98,Rp12.951,Layak,Layak,Rp100.220,Rp3.000.220,Rp369.1060, Rp12.548 ,"63,237","56,319","57,278",1851.0,2116.0,793.0,529.0,"66,291",Kumuh Ringan ,"6,53","23,78","49,16","23,68","66,70"
Pesawaran,Padang Cermin,Way Urang,2023,1.41,"7,39",141.0,"Rp491.239,00",5.75,12.64,Rp19.170,Tidak Layak,Layak,Rp100.221,Rp3.000.221,Rp369.1061, Rp12.549 ,"63,238","56,320","57,279",1851.0,2116.0,793.0,529.0,"66,292",Kumuh Ringan ,"2,07","24,08","59,17","27,99","69,46"
Pesawaran,Punduh Pidada,Banding Agung,2021,901.0,"4,72",90.0,"Rp420.032,00",94.84,12.18,Rp18.392,Layak,Layak,Rp100.222,Rp3.000.222,Rp369.1062, Rp12.550 ,"63,239","56,321","57,280",1851.0,2116.0,793.0,529.0,"66,293",Kumuh Ringan ,"7,64","20,06","58,96","26,88","66,14"
Pesawaran,Punduh Pidada,Banding Agung,2022,902.0,"4,73",90.0,"Rp452.521,00",47.60,23.77,Rp15.156,Layak,Layak,Rp100.223,Rp3.000.223,Rp369.1063, Rp12.551 ,"63,240","56,322","57,281",1851.0,2116.0,793.0,529.0,"66,294",Kumuh Ringan ,"5,17","18,52","57,80","26,88","66,70"
Pesawaran,Punduh Pidada,Banding Agung,2023,903.0,"4,73",90.0,"Rp491.239,00",98.90,24.21,Rp14.585,Tidak Layak,Tidak Layak,Rp100.224,Rp3.000.224,Rp369.1064, Rp12.552 ,"63,241","56,323","57,282",1851.0,2116.0,793.0,529.0,"66,295",Kumuh Ringan ,"2,07","20,60","58,12","21,28","69,46"
Pesawaran,Punduh Pidada,Bangun Rejo,2021,1.96,"10,25",196.0,"Rp420.032,00",74.97,45.46,Rp13.225,Tidak Layak,Tidak Layak,Rp100.225,Rp3.000.225,Rp369.1065, Rp12.553 ,"63,242","56,324","57,283",1851.0,2116.0,793.0,529.0,"66,296",Kumuh Ringan ,"6,53","17,10","58,96","23,94","66,14"
Pesawaran,Punduh Pidada,Bangun Rejo,2022,1.97,"10,33",197.0,"Rp452.521,00",3.42,10.92,Rp9.090,Layak,Layak,Rp100.226,Rp3.000.226,Rp369.1066, Rp12.554 ,"63,243","56,325","57,284",1851.0,2116.0,793.0,529.0,"66,297",Kumuh Ringan ,"3,59","22,52","24,53","48,18","66,70"
Pesawaran,Punduh Pidada,Bangun Rejo,2023,1.99,"10,41",199.0,"Rp491.239,00",79.55,6.76,Rp19.446,Layak,Layak,Rp100.227,Rp3.000.227,Rp369.1067, Rp12.555 ,"63,244","56,326","57,285",1851.0,2116.0,793.0,529.0,"66,298",Kumuh Ringan ,"4,23","17,80","54,09","28,10","69,46"
Pesawaran,Punduh Pidada,Batu Raja,2021,1.63,"8,55",163.0,"Rp420.032,00",90.87,6.14,Rp17.844,Layak,Layak,Rp100.228,Rp3.000.228,Rp369.1068, Rp12.556 ,"63,245","56,327","57,286",1851.0,2116.0,793.0,529.0,"66,299",Kumuh Ringan ,"6,53","19,98","48,18","31,84","66,14"
Pesawaran,Punduh Pidada,Batu Raja,2022,1.64,"8,59",164.0,"Rp452.521,00",73.57,17.22,Rp14.525,Layak,Layak,Rp100.229,Rp3.000.229,Rp369.1069, Rp12.557 ,"63,246","56,328","57,287",1851.0,2116.0,793.0,529.0,"66,300",Kumuh Ringan ,"2,07","15,72","55,09","29,19","66,70"
